kod_nadzsj_d,Obydlené byty celkem,Obydlené byty - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v rodinných domech,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v bytových domech,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty v ostatních budovách,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: nezjištěno
56308105,20,2,5,1,0,0,0,9,0,2,1,20,2,5,1,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56308106,6,0,2,0,0,1,2,0,0,1,0,5,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
56308108,54,3,2,11,22,1,5,6,2,0,2,46,3,2,6,22,1,3,5,2,0,2,5,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0
0525230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0525910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56297101,651,13,37,587,1,1,3,4,1,3,1,61,8,37,2,1,1,3,4,1,3,1,590,5,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56297103,2220,0,0,39,388,1575,80,66,70,1,1,17,0,0,0,0,0,7,8,1,1,0,2201,0,0,39,388,1574,73,58,69,0,0,2,0,0,0,0,1,0,0,0,0,1
56297104,1563,92,174,925,80,71,20,177,1,0,23,275,60,161,10,5,6,17,6,1,0,9,1115,28,13,915,75,65,3,8,0,0,8,173,4,0,0,0,0,0,163,0,0,6
56297105,42,1,10,1,6,0,2,3,0,0,19,14,1,10,1,0,0,1,1,0,0,0,25,0,0,0,6,0,0,1,0,0,18,3,0,0,0,0,0,1,1,0,0,1
56297106,204,1,41,3,85,51,13,6,2,1,1,74,1,40,3,3,5,13,5,2,1,1,127,0,0,0,81,46,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0
56297107,397,41,188,115,2,6,30,6,0,1,8,232,27,171,3,2,3,17,3,0,1,5,152,6,15,112,0,3,13,3,0,0,0,13,8,2,0,0,0,0,0,0,0,3
56297108,110,1,9,80,0,11,1,1,0,1,6,3,1,0,0,0,0,0,1,0,1,0,106,0,9,80,0,11,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0
56297109,517,45,148,35,71,84,59,37,6,10,22,479,32,148,32,71,83,53,37,4,10,9,31,12,0,3,0,0,6,0,0,0,10,7,1,0,0,0,1,0,0,2,0,3
56297110,49,0,0,0,0,0,0,40,7,2,0,48,0,0,0,0,0,0,40,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56297111,36,0,0,0,0,0,0,0,30,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,30,3,0
56297112,126,25,47,3,4,3,8,6,1,0,29,68,5,34,3,4,2,8,5,1,0,6,56,18,13,0,0,1,0,1,0,0,23,2,2,0,0,0,0,0,0,0,0,0
56297113,1562,23,134,1124,58,147,11,51,4,5,5,205,18,134,6,10,11,11,10,0,1,4,1354,5,0,1118,46,136,0,41,4,4,0,3,0,0,0,2,0,0,0,0,0,1
56297114,705,12,24,357,141,54,5,100,2,0,10,24,4,10,3,0,0,2,2,2,0,1,676,7,14,354,140,54,0,98,0,0,9,5,1,0,0,1,0,3,0,0,0,0
56297115,309,0,95,17,48,72,20,37,9,7,4,284,0,70,17,48,72,20,37,9,7,4,24,0,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
56297116,1358,0,0,0,950,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,0,950,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56297117,233,58,10,73,2,1,23,14,0,25,27,59,22,1,2,2,1,10,8,0,0,13,147,34,6,70,0,0,5,0,0,25,7,27,2,3,1,0,0,8,6,0,0,7
56297118,39,0,1,0,1,1,35,1,0,0,0,3,0,1,0,1,1,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56297119,65,0,0,0,0,0,5,59,0,1,0,65,0,0,0,0,0,5,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56297120,260,4,36,209,4,0,3,4,0,0,0,53,4,36,2,4,0,3,4,0,0,0,207,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56297121,571,23,73,275,132,18,16,28,3,2,1,177,12,68,27,27,17,16,4,3,2,1,378,11,4,235,105,0,0,23,0,0,0,16,0,1,13,0,1,0,1,0,0,0
56297122,951,1,1,344,491,0,37,14,28,16,19,47,1,1,1,1,0,3,0,24,16,0,899,0,0,343,488,0,32,14,4,0,18,5,0,0,0,2,0,2,0,0,0,1
56297123,1681,88,271,527,187,364,66,82,27,9,60,473,69,182,36,35,16,33,57,27,9,9,1202,19,87,491,152,348,33,24,0,0,48,6,0,2,0,0,0,0,1,0,0,3
56297124,2356,157,425,1297,70,224,60,49,1,0,73,364,61,214,6,6,24,26,8,1,0,18,1977,93,210,1291,63,200,30,41,0,0,49,15,3,1,0,1,0,4,0,0,0,6
56297125,966,21,3,155,748,0,10,23,0,0,6,7,1,3,0,0,0,1,1,0,0,1,956,18,0,155,748,0,9,22,0,0,4,3,2,0,0,0,0,0,0,0,0,1
56297126,3707,0,0,68,3136,484,0,1,1,0,17,10,0,0,0,6,2,0,1,1,0,0,3693,0,0,68,3130,482,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,4
56297127,1501,0,0,0,1500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1499,0,0,0,1499,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
56297128,8,0,7,0,1,0,0,0,0,0,0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56297129,22,4,16,0,0,0,0,0,0,0,2,10,4,5,0,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56297130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0608440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56309902,46,13,8,7,2,6,6,3,0,1,0,46,13,8,7,2,6,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56309903,172,15,21,3,4,3,45,48,20,12,1,146,15,21,3,4,3,19,48,20,12,1,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56309904,44,0,0,0,0,0,4,12,14,14,0,43,0,0,0,0,0,4,12,13,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56309905,9,2,1,0,1,0,1,3,1,0,0,9,2,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56309906,50,22,3,3,2,3,8,4,2,0,3,48,20,3,3,2,3,8,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
56309907,8,7,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56309908,900,6,18,72,667,113,6,9,5,3,1,170,6,18,39,77,12,6,9,1,2,0,725,0,0,33,588,100,0,0,4,0,0,5,0,0,0,2,1,0,0,0,1,1
56309909,1129,0,0,0,0,1041,2,21,28,13,24,38,0,0,0,0,0,0,21,4,13,0,1088,0,0,0,0,1040,0,0,24,0,24,3,0,0,0,0,1,2,0,0,0,0
56309910,103,11,19,2,6,3,12,24,13,13,0,94,3,19,2,5,3,12,24,13,13,0,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
56309911,719,25,83,28,519,16,20,17,3,4,4,164,20,76,9,12,16,20,3,1,4,3,523,5,7,19,480,0,0,12,0,0,0,32,0,0,0,27,0,0,2,2,0,1
56309912,460,2,9,322,67,8,29,10,3,10,0,259,2,9,143,55,8,19,10,3,10,0,201,0,0,179,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56309913,1506,41,25,2,25,1268,83,41,3,3,15,92,22,14,2,3,2,26,9,3,3,8,1397,18,11,0,13,1265,53,32,0,0,5,17,1,0,0,9,1,4,0,0,0,2
56309914,46,8,7,3,0,2,7,4,1,8,6,36,8,7,3,0,2,5,3,1,6,1,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2,1,0,2,0
56309916,1396,9,12,1298,19,17,35,2,0,1,3,68,8,12,13,19,5,6,2,0,1,2,1324,0,0,1284,0,12,28,0,0,0,0,4,1,0,1,0,0,1,0,0,0,1
56309917,1510,0,0,0,0,1345,104,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,0,0,0,1345,104,57,0,0,0,4,0,0,0,0,0,0,3,1,0,0
56309918,198,9,106,28,20,6,8,14,5,1,1,183,9,105,15,19,6,8,14,5,1,1,12,0,1,11,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0
56309919,15,2,1,0,3,0,3,1,0,2,3,15,2,1,0,3,0,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310201,23,2,1,1,1,0,1,5,6,6,0,23,2,1,1,1,0,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310205,7,0,1,0,0,0,0,1,0,5,0,2,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
56310206,11,4,1,0,0,0,1,3,0,2,0,11,4,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310207,79,2,5,8,0,0,2,0,13,49,0,5,2,1,2,0,0,0,0,0,0,0,72,0,4,6,0,0,0,0,13,49,0,2,0,0,0,0,0,2,0,0,0,0
56310208,27,0,0,0,0,0,0,5,10,4,8,27,0,0,0,0,0,0,5,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310209,43,0,0,0,40,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
56310210,7,0,1,2,0,0,2,1,0,1,0,7,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310211,43,1,7,2,0,0,0,20,10,3,0,42,1,7,2,0,0,0,20,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56310212,40,12,5,2,4,1,5,4,0,5,2,36,12,5,2,0,1,5,4,0,5,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310214,919,0,0,724,0,164,0,4,2,0,25,3,0,0,0,0,0,0,3,0,0,0,911,0,0,723,0,164,0,0,0,0,24,5,0,0,1,0,0,0,1,2,0,1
56310215,587,19,45,110,141,184,60,11,12,5,0,135,19,41,7,15,16,18,11,3,5,0,437,0,4,100,115,168,42,0,8,0,0,15,0,0,3,11,0,0,0,1,0,0
56310216,1886,0,17,1577,37,195,30,7,2,3,18,120,0,17,4,37,40,7,3,0,1,11,1756,0,0,1573,0,155,23,0,0,0,5,10,0,0,0,0,0,0,4,2,2,2
56310217,740,1,2,703,7,0,4,1,21,0,1,11,1,2,2,6,0,0,0,0,0,0,726,0,0,701,0,0,4,0,21,0,0,3,0,0,0,1,0,0,1,0,0,1
56310218,221,2,0,0,0,0,102,91,3,23,0,102,2,0,0,0,0,10,64,3,23,0,119,0,0,0,0,0,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310219,1545,24,82,154,1089,60,110,14,6,2,4,121,6,78,7,3,4,8,8,1,2,4,1417,18,4,147,1086,56,95,6,5,0,0,7,0,0,0,0,0,7,0,0,0,0
56310220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310221,92,0,0,0,0,0,26,55,6,0,5,84,0,0,0,0,0,25,51,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,4,2,0,1
56310222,9,0,2,0,1,0,0,3,1,2,0,9,0,2,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310223,106,0,0,0,22,83,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,105,0,0,0,22,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310224,36,0,0,0,0,0,0,12,13,11,0,36,0,0,0,0,0,0,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310225,60,0,0,5,2,48,1,3,0,0,1,8,0,0,5,0,0,1,2,0,0,0,48,0,0,0,0,48,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,1
56310226,270,45,39,109,3,6,27,14,4,19,4,169,45,39,33,3,6,21,14,4,0,4,99,0,0,76,0,0,4,0,0,19,0,2,0,0,0,0,0,2,0,0,0,0
56310228,36,0,0,0,0,0,25,10,1,0,0,36,0,0,0,0,0,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56310229,558,104,32,13,207,24,75,46,35,10,12,193,84,22,1,0,14,48,11,1,6,6,321,17,10,12,207,10,22,11,31,1,0,44,3,0,0,0,0,5,24,3,3,6
56310231,778,6,4,133,584,10,8,6,0,0,27,11,5,4,0,0,0,0,2,0,0,0,766,1,0,133,584,10,7,4,0,0,27,1,0,0,0,0,0,1,0,0,0,0
0621380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56311101,46,13,6,3,1,1,2,5,3,1,11,42,9,6,3,1,1,2,5,3,1,11,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
56311102,23,2,2,0,0,0,1,2,1,0,15,23,2,2,0,0,0,1,2,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56311103,29,13,3,0,0,0,0,8,0,0,5,29,13,3,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0656920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56312901,34,9,3,1,0,0,1,11,4,5,0,31,9,3,1,0,0,1,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0
56312903,33,7,3,2,4,1,4,6,0,3,3,32,7,3,2,4,1,3,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
56312904,23,6,7,0,2,1,0,3,1,2,1,22,6,7,0,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56312905,40,10,8,3,4,2,4,4,0,4,1,40,10,8,3,4,2,4,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56312907,103,13,14,2,2,38,10,14,4,4,2,103,13,14,2,2,38,10,14,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56312908,7,0,1,1,0,0,2,1,1,0,1,7,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56312909,10,5,2,0,0,0,1,1,0,0,1,10,5,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56312911,17,1,0,13,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
56312912,1089,0,0,0,0,1088,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1088,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56312913,324,155,54,10,7,16,27,20,6,4,25,254,125,43,9,7,16,21,18,6,0,9,64,28,11,0,0,0,6,0,0,4,15,6,2,0,1,0,0,0,2,0,0,1
56312915,826,0,0,720,81,1,1,1,0,22,0,3,0,0,0,1,1,0,1,0,0,0,794,0,0,692,80,0,0,0,0,22,0,29,0,0,28,0,0,1,0,0,0,0
56312916,160,6,14,87,6,3,10,9,19,4,2,117,2,13,70,6,3,10,5,2,4,2,42,4,0,17,0,0,0,4,17,0,0,1,0,1,0,0,0,0,0,0,0,0
56312917,669,0,0,1,0,667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,666,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,1
56312918,1000,4,50,549,322,9,4,39,4,17,2,127,3,50,8,11,7,2,39,4,2,1,869,1,0,541,311,1,0,0,0,15,0,4,0,0,0,0,1,2,0,0,0,1
56312920,11,0,0,1,0,0,0,0,1,9,0,2,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0
56312922,754,35,144,322,11,24,42,85,44,36,11,291,33,89,12,9,20,42,57,15,11,3,443,0,50,309,0,4,0,26,29,21,4,20,2,5,1,2,0,0,2,0,4,4
56312923,21,0,10,3,2,0,0,6,0,0,0,6,0,1,3,2,0,0,0,0,0,0,15,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56312924,1269,0,0,4,1154,75,8,10,11,7,0,123,0,0,4,8,75,8,10,11,7,0,1146,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56313701,423,54,72,15,213,4,4,13,13,13,22,249,49,72,15,46,4,4,13,13,13,20,172,5,0,0,167,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
1361660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56331502,36,5,6,1,4,0,0,3,2,0,15,36,5,6,1,4,0,0,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56331505,16,4,1,0,1,2,0,0,2,0,6,16,4,1,0,1,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0762520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56316101,19,7,3,1,0,0,0,2,2,0,4,19,7,3,1,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56316102,27,3,5,5,0,1,2,5,3,3,0,27,3,5,5,0,1,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56316103,64,31,2,6,0,1,1,3,1,1,18,38,13,2,0,0,1,1,3,0,1,17,21,15,0,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,1
56316104,19,1,7,2,0,1,1,1,1,3,2,19,1,7,2,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56316105,22,1,3,0,0,0,1,2,0,0,15,22,1,3,0,0,0,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56318801,17,6,6,2,0,0,0,0,1,0,2,17,6,6,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56318802,77,21,16,8,2,4,3,8,4,5,6,76,21,15,8,2,4,3,8,4,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54651801,14,0,0,1,0,0,2,3,2,3,3,10,0,0,1,0,0,2,1,0,3,3,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0
54651802,11,0,1,0,1,1,1,3,1,3,0,10,0,1,0,1,1,1,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0729230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0910060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56320001,27,0,4,0,0,1,0,18,0,0,4,8,0,4,0,0,1,0,0,0,0,3,18,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56320002,61,8,5,3,6,16,5,7,3,6,2,57,8,5,3,6,12,5,7,3,6,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
