kod_nadzsj_d,Obydlené byty celkem,Obydlené byty - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v rodinných domech,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v bytových domech,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty v ostatních budovách,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: nezjištěno
53393902,35,9,3,2,5,2,2,2,2,0,8,35,9,3,2,5,2,2,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53393903,9,1,1,1,1,0,0,1,1,1,2,9,1,1,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53333501,140,13,15,16,25,12,11,17,9,14,8,138,13,15,16,25,12,11,17,9,14,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
53144801,220,18,38,34,37,16,10,28,11,12,16,201,18,38,34,25,16,10,24,11,11,14,12,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,1,2
53144802,24,1,3,6,5,1,2,1,0,0,5,24,1,3,6,5,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53145601,64,10,10,8,5,1,3,9,6,3,9,63,10,10,7,5,1,3,9,6,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
53145602,10,1,1,1,1,1,0,5,0,0,0,6,1,1,1,1,1,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53145603,39,2,3,10,6,5,3,3,0,6,1,39,2,3,10,6,5,3,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53145604,340,52,27,36,59,60,25,26,6,30,19,263,41,27,30,36,30,21,24,6,30,18,73,11,0,5,23,30,4,0,0,0,0,4,0,0,1,0,0,0,2,0,0,1
53146401,638,106,71,73,89,119,35,62,34,11,38,368,36,62,35,38,41,30,56,34,11,25,255,64,9,38,51,78,5,0,0,0,10,15,6,0,0,0,0,0,6,0,0,3
53146402,139,0,51,22,14,10,13,20,3,5,1,109,0,22,21,14,10,13,20,3,5,1,29,0,29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
53147202,386,74,46,44,62,18,31,38,14,37,22,337,57,46,35,44,16,31,35,14,37,22,42,16,0,8,18,0,0,0,0,0,0,7,1,0,1,0,2,0,3,0,0,0
53147203,38,7,7,4,2,3,2,5,2,4,2,38,7,7,4,2,3,2,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53147204,62,1,6,7,4,2,5,1,1,29,6,34,1,5,7,4,2,5,1,1,2,6,28,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
53440401,60,10,12,8,4,1,2,17,2,1,3,49,9,12,8,4,1,2,7,2,1,3,10,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3303450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53331901,44,8,3,5,8,2,4,3,2,1,8,43,8,3,5,8,2,4,2,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53421801,40,2,5,8,6,5,3,3,0,1,7,40,2,5,8,6,5,3,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53152901,89,10,16,17,3,7,9,9,3,9,6,84,10,16,12,3,7,9,9,3,9,6,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53152902,26,8,4,7,4,0,1,0,1,0,1,18,4,4,3,4,0,1,0,1,0,1,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53153701,212,23,33,20,20,20,21,45,10,14,6,202,23,33,16,14,20,21,45,10,14,6,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53154501,274,19,23,39,22,63,15,56,14,12,11,191,19,17,30,13,10,15,51,14,11,11,82,0,6,9,9,53,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
53154502,38,10,3,2,8,1,6,5,0,0,3,37,9,3,2,8,1,6,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
53391201,43,7,9,6,7,2,1,4,1,2,4,38,7,8,6,3,2,1,4,1,2,4,4,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53391202,6,0,0,2,0,0,0,0,0,1,3,6,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53360201,108,11,9,10,11,6,7,31,7,8,8,102,11,9,10,11,6,7,25,7,8,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0
53426901,59,6,2,4,8,10,4,13,4,3,5,55,6,2,4,8,6,4,13,4,3,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53158801,211,25,22,34,62,16,12,20,3,12,5,163,25,22,26,22,16,12,20,3,12,5,47,0,0,8,39,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53159601,366,80,57,68,49,21,13,37,8,13,20,235,53,46,40,17,16,13,17,7,8,18,125,27,10,27,32,5,0,20,0,4,0,6,0,1,1,0,0,0,0,1,1,2
53159602,142,0,11,17,66,10,24,6,4,4,0,73,0,11,17,17,10,4,6,4,4,0,69,0,0,0,49,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53159603,101,16,12,8,11,1,4,29,3,10,7,93,12,12,8,11,1,4,25,3,10,7,7,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53159604,86,8,14,14,10,7,2,9,3,8,11,86,8,14,14,10,7,2,9,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53160001,259,15,21,64,26,14,27,49,10,24,9,242,15,21,53,26,14,27,43,10,24,9,17,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53160002,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53162601,168,20,19,35,37,16,9,7,8,8,9,162,19,19,35,33,16,9,7,8,8,8,4,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
53163401,63,9,12,3,10,5,3,14,5,2,0,63,9,12,3,10,5,3,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53163402,248,27,43,46,53,20,9,26,11,8,5,217,27,34,46,34,20,9,24,11,7,5,28,0,9,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0
53164201,80,10,11,9,9,20,13,3,0,2,3,80,10,11,9,9,20,13,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53164202,36,3,2,10,1,0,2,7,2,6,3,35,3,2,10,1,0,1,7,2,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
53411101,67,6,11,8,9,6,5,7,6,5,4,67,6,11,8,9,6,5,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53166901,60,2,3,24,0,1,3,21,3,1,2,18,2,3,1,0,1,3,2,3,1,2,42,0,0,23,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53166902,92,9,12,16,19,11,2,9,1,6,7,91,9,12,16,19,11,2,8,1,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53166903,41,0,3,6,6,11,5,3,1,5,1,41,0,3,6,6,11,5,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53428501,86,6,8,15,5,10,6,13,7,12,4,86,6,8,15,5,10,6,13,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53168501,243,11,38,53,41,24,20,29,8,14,5,229,11,38,45,35,24,20,29,8,14,5,14,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53169301,335,48,38,66,54,41,24,16,9,20,19,310,48,38,57,45,35,24,16,9,20,18,24,0,0,9,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53171501,179,12,26,21,30,29,16,19,8,6,12,163,12,26,17,24,23,16,19,8,6,12,15,0,0,4,5,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
53396301,35,8,0,4,7,0,4,2,1,6,3,35,8,0,4,7,0,4,2,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53396302,18,2,0,11,0,2,2,0,0,0,1,9,1,0,3,0,2,2,0,0,0,1,8,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
53174001,51,3,1,7,12,8,2,2,1,14,1,51,3,1,7,12,8,2,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53174002,96,3,2,7,13,15,9,20,12,8,7,88,3,2,7,9,11,9,20,12,8,7,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53174003,20,2,2,4,0,2,1,0,7,2,0,20,2,2,4,0,2,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53174004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53174006,28,3,1,1,4,3,0,6,3,4,3,24,0,1,0,4,3,0,6,3,4,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53175801,35,1,9,5,5,5,1,5,2,0,2,35,1,9,5,5,5,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53175802,166,25,27,18,26,14,15,16,6,4,15,158,20,25,18,26,14,15,15,6,4,15,5,5,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0
53176601,174,24,15,33,19,15,13,20,7,9,19,165,24,15,29,14,15,13,20,7,9,19,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53178202,180,20,33,32,21,20,11,15,1,16,11,166,20,32,24,17,20,11,15,1,16,10,12,0,0,8,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
53179101,205,24,16,26,25,26,19,14,11,20,24,203,24,16,25,25,26,19,14,11,20,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
1602532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53180401,23,1,3,0,4,0,1,1,2,2,9,23,1,3,0,4,0,1,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53180402,28,8,1,0,5,0,6,2,1,1,4,16,2,1,0,5,0,2,1,1,1,3,5,5,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,4,1,0,0,1
53180403,19,0,3,2,0,1,1,3,4,3,2,19,0,3,2,0,1,1,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53181201,124,3,5,3,3,6,2,29,31,33,9,123,3,5,3,3,6,2,28,31,33,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53181202,32,5,5,0,3,0,1,4,5,1,8,31,5,5,0,3,0,1,4,5,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53181203,160,14,8,18,14,6,13,39,16,18,14,146,14,4,18,6,6,13,37,16,18,14,8,0,0,0,8,0,0,0,0,0,0,6,0,4,0,0,0,0,2,0,0,0
53183903,320,32,66,39,44,40,32,45,7,7,8,289,30,59,34,39,32,32,44,7,4,8,24,0,7,4,5,8,0,0,0,0,0,7,2,0,1,0,0,0,1,0,3,0
53184701,393,24,45,68,34,45,24,121,12,15,5,317,24,45,63,29,45,24,58,12,14,3,71,0,0,4,4,0,0,63,0,0,0,5,0,0,1,1,0,0,0,0,1,2
53185501,52,12,1,6,3,0,5,11,5,6,3,52,12,1,6,3,0,5,11,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53185502,418,12,28,118,83,12,12,93,27,21,12,235,12,28,56,26,12,11,32,27,21,10,178,0,0,62,57,0,0,59,0,0,0,5,0,0,0,0,0,1,2,0,0,2
53446301,100,14,13,19,23,10,4,3,1,11,2,79,14,13,16,15,3,1,3,1,11,2,18,0,0,3,8,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
53310601,205,13,15,6,18,12,5,46,40,44,6,197,13,15,6,10,12,5,46,40,44,6,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53188001,66,8,9,11,5,1,1,11,6,7,7,66,8,9,11,5,1,1,11,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53190101,240,24,27,31,33,36,10,33,12,21,13,239,23,27,31,33,36,10,33,12,21,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
53191001,76,10,19,8,5,8,8,11,2,2,3,71,10,18,4,5,8,8,11,2,2,3,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53191002,3,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53191003,71,13,9,16,10,3,4,7,3,2,4,66,9,9,16,10,3,4,7,3,2,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53423401,45,7,5,2,6,4,4,4,1,5,7,45,7,5,2,6,4,4,4,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53404801,106,2,8,25,16,9,14,10,5,8,9,98,2,8,21,16,9,10,10,5,8,9,8,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53194401,14,1,1,0,0,0,1,3,2,2,4,14,1,1,0,0,0,1,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53194402,275,47,44,30,15,41,25,38,6,11,18,256,47,41,30,15,28,25,38,6,11,15,13,0,0,0,0,13,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3
53194403,115,2,28,14,14,11,16,14,9,4,3,115,2,28,14,14,11,16,14,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53195201,175,11,18,32,34,20,8,20,11,10,11,135,11,18,28,16,7,8,20,6,10,11,39,0,0,4,18,13,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0
53196101,94,13,9,12,7,13,4,12,11,9,4,78,13,9,3,7,6,4,12,11,9,4,16,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53196102,75,8,4,11,2,1,1,22,6,8,12,60,8,4,4,2,1,1,22,6,8,4,14,0,0,7,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1
53196103,437,25,25,11,8,11,9,32,37,261,18,407,25,25,11,8,11,9,32,35,233,18,27,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,2,1,0
53197901,287,16,75,27,30,22,26,46,19,12,14,273,9,75,27,30,22,26,42,17,12,13,5,0,0,0,0,0,0,4,1,0,0,9,7,0,0,0,0,0,0,1,0,1
53199501,63,5,12,15,4,4,7,6,5,0,5,63,5,12,15,4,4,7,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53199502,46,7,2,1,11,5,4,5,2,3,6,46,7,2,1,11,5,4,5,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53199503,63,4,14,30,6,2,2,3,1,1,0,31,4,8,4,6,2,2,3,1,1,0,32,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53199505,75,11,3,8,13,22,5,5,2,2,4,75,11,3,8,13,22,5,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53199506,280,25,41,63,58,22,17,27,3,10,14,267,25,41,57,54,22,16,25,3,10,14,10,0,0,6,4,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0
53200201,170,17,16,32,41,23,12,14,3,4,8,153,17,16,28,29,23,12,14,3,4,7,16,0,0,4,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53201101,85,11,16,9,9,6,10,16,0,4,4,79,11,16,9,9,6,10,10,0,4,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53201102,74,15,8,12,5,5,6,9,2,6,6,74,15,8,12,5,5,6,9,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53201103,100,30,20,5,4,4,6,11,5,6,9,64,12,13,5,4,4,4,6,5,6,5,32,18,4,0,0,0,2,4,0,0,4,4,0,3,0,0,0,0,1,0,0,0
53201104,1385,139,186,179,393,130,115,140,39,33,31,936,122,185,133,114,106,94,112,10,30,30,437,15,0,46,279,22,20,26,29,0,0,12,2,1,0,0,2,1,2,0,3,1
53202901,40,7,5,4,3,4,6,3,0,2,6,40,7,5,4,3,4,6,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53202903,878,72,40,180,218,87,63,123,27,27,41,516,70,32,64,80,57,57,76,26,27,27,336,0,8,116,137,18,6,44,0,0,7,26,2,0,0,1,12,0,3,1,0,7
59941701,109,16,9,6,25,10,8,18,3,7,7,82,13,9,6,8,10,8,12,3,7,6,21,0,0,0,17,0,0,4,0,0,0,6,3,0,0,0,0,0,2,0,0,1
53501001,122,15,10,21,16,3,11,22,7,6,11,110,11,10,16,16,3,10,22,6,5,11,10,4,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
53207001,80,7,4,18,5,8,8,13,5,9,3,79,7,4,18,5,8,8,12,5,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53208801,33,11,6,3,0,0,3,4,2,2,2,33,11,6,3,0,0,3,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53208802,104,20,11,6,8,14,9,16,6,5,9,96,20,11,6,8,6,9,16,6,5,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53512501,69,19,12,2,5,7,3,10,1,0,10,67,19,12,2,5,7,3,9,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1
53210001,117,20,24,17,10,17,3,11,2,9,4,116,20,23,17,10,17,3,11,2,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
53211801,544,79,79,58,42,43,57,59,34,72,21,497,61,78,56,30,35,52,58,34,72,21,39,15,0,0,12,8,4,0,0,0,0,8,3,1,2,0,0,1,1,0,0,0
53211802,258,44,35,32,19,33,17,21,3,47,7,238,44,35,24,19,23,17,21,3,47,5,18,0,0,8,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
53212601,164,10,27,25,19,23,19,22,2,9,8,161,10,27,25,19,20,19,22,2,9,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
53212602,27,4,4,7,1,0,4,2,0,3,2,26,4,4,7,1,0,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53212603,217,7,28,47,10,30,14,42,19,17,3,216,7,28,47,10,30,14,42,18,17,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53214201,3,0,0,1,0,0,1,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53214202,261,16,38,37,62,20,11,29,12,29,7,233,16,38,37,36,20,11,29,12,29,5,26,0,0,0,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
53214203,46,10,8,4,8,3,1,10,0,1,1,46,10,8,4,8,3,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53216903,1449,139,149,197,148,42,94,239,185,203,53,1177,118,141,137,65,42,66,230,181,165,32,242,21,8,59,83,0,10,4,4,34,19,30,0,0,1,0,0,18,5,0,4,2
53218501,239,32,25,43,27,18,22,43,16,10,3,227,32,25,43,23,18,18,39,16,10,3,12,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53218502,22,2,2,0,0,0,0,7,0,9,2,16,2,2,0,0,0,0,7,0,3,2,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
53218503,18,11,3,0,1,0,2,0,0,0,1,18,11,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53220701,43,7,4,3,10,1,1,6,0,1,10,37,7,4,3,4,1,1,6,0,1,10,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53220702,29,8,7,2,0,0,6,0,1,0,5,29,8,7,2,0,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53220703,223,61,27,16,27,23,15,27,8,6,13,201,61,27,12,21,15,15,23,8,6,13,22,0,0,4,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53220704,74,20,10,10,6,4,6,14,1,0,3,74,20,10,10,6,4,6,14,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53222301,652,38,57,63,62,67,54,108,81,97,25,592,34,56,45,62,67,50,104,81,80,13,58,4,1,16,0,0,4,4,0,17,12,2,0,0,2,0,0,0,0,0,0,0
51313001,103,15,15,9,11,4,19,12,3,10,5,97,15,15,9,11,4,13,12,3,10,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51299101,80,10,14,13,7,7,6,10,6,5,2,75,10,14,13,7,7,6,10,1,5,2,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
53227401,2,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53227402,348,26,45,61,31,39,26,84,8,14,14,340,26,45,61,31,39,26,81,8,14,9,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0
53228201,171,31,34,23,11,6,14,27,3,7,15,165,31,34,23,11,6,14,27,3,7,9,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1
53229101,15,3,6,0,0,0,2,2,0,1,1,15,3,6,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53229102,108,27,12,12,11,15,4,14,4,5,4,106,27,12,11,11,15,4,14,4,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1
51307501,87,18,11,19,6,3,5,5,2,3,15,61,16,11,2,0,3,5,5,2,3,14,23,0,0,17,6,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1
51307502,33,9,4,4,1,4,2,3,1,0,5,33,9,4,4,1,4,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51307503,29,1,3,9,1,0,6,3,1,0,5,23,1,3,7,1,0,6,3,1,0,1,6,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
