kod_nadzsj_d,Obyvatelstvo - zaměstnaní - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnanci - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnavatelé - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: osoby pracující na vlastní účet - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: nezjištěno - celkem,Obyvatelstvo - zaměstnaní - věk: 15 - 24  - celkem,Obyvatelstvo - zaměstnaní - věk: 25 - 34  - celkem,Obyvatelstvo - zaměstnaní - věk: 35 - 44  - celkem,Obyvatelstvo - zaměstnaní - věk: 45 - 54  - celkem,Obyvatelstvo - zaměstnaní - věk: 55 - 59  - celkem,Obyvatelstvo - zaměstnaní - věk: 60 - 64  - celkem,Obyvatelstvo - zaměstnaní - věk: 65 a více  - celkem
57319101,161,131,5,14,11,12,20,35,54,13,10,17
57079601,200,155,5,24,16,9,29,55,59,28,9,11
57080002,61,44,0,12,5,6,10,19,13,3,6,4
57080003,149,109,1,25,14,3,22,44,33,19,19,9
57080004,140,105,0,22,13,8,27,36,41,15,10,3
57083401,560,453,1,83,23,52,105,142,160,59,24,18
57085101,244,165,3,60,16,18,34,61,82,24,17,8
57086901,110,86,2,17,5,11,22,26,25,15,6,5
57086902,102,84,0,13,5,8,20,28,34,9,1,2
57086903,49,39,1,7,2,8,10,11,9,9,2,0
57086904,48,37,0,8,3,2,9,14,7,8,7,1
57086905,374,280,4,57,33,25,68,86,101,51,23,20
57087701,119,101,0,13,5,11,24,28,34,14,4,4
57087703,1313,1066,12,155,80,88,249,297,354,159,99,67
57088501,71,47,1,19,4,2,13,19,25,8,3,1
57088502,199,149,0,35,15,9,39,73,42,17,10,9
57090701,35,22,1,7,5,1,6,10,12,3,1,2
57090702,68,53,0,7,8,4,20,23,12,3,1,5
57091501,59,44,0,11,4,4,8,14,18,8,5,2
57313201,191,142,2,31,16,21,39,47,50,17,6,11
57093101,84,61,1,15,7,6,12,25,23,8,8,2
57093102,762,588,4,115,55,53,158,213,187,66,46,39
57093103,13,10,1,0,2,3,1,2,4,0,2,1
57093104,228,175,0,32,21,14,22,81,68,21,8,14
57095801,13,9,0,3,1,1,1,3,2,2,3,1
57095802,122,80,3,33,6,4,29,29,38,11,4,7
0266202,0,0,0,0,0,0,0,0,0,0,0,0
57096601,58,45,0,8,5,5,6,13,17,8,6,3
57096602,131,96,1,20,14,6,25,33,35,12,13,7
54815401,167,128,1,28,10,18,18,53,52,6,8,12
57100801,219,179,4,25,11,16,42,64,46,30,17,4
57101601,53,34,1,15,3,2,6,16,15,6,5,3
57102401,193,132,7,36,18,14,39,47,50,24,7,12
57104101,176,130,0,28,18,10,26,47,51,26,11,5
57104102,48,39,1,5,3,5,4,13,19,3,1,3
57104103,118,94,0,20,4,8,18,42,27,12,8,3
57104104,35,30,0,2,3,3,9,1,17,4,0,1
57104105,106,85,1,17,3,6,15,31,31,14,6,3
57104106,24,19,0,3,2,2,3,8,8,2,1,0
57104107,2229,1760,14,274,181,183,377,504,647,250,141,127
57105901,39,25,0,11,3,4,5,12,12,3,1,2
57105902,99,72,0,21,6,11,20,20,34,4,7,3
51371701,150,116,1,27,6,7,24,29,48,20,15,7
57108301,35,22,0,11,2,1,4,9,14,2,4,1
57108302,32,24,1,6,1,1,6,8,5,5,5,2
57108303,36,27,0,5,4,4,7,9,11,1,1,3
57108304,88,74,0,9,5,8,10,29,22,9,8,2
54805701,34,24,2,4,4,1,10,5,7,9,1,1
57109101,109,84,1,15,9,4,18,29,38,14,4,2
57109102,78,55,0,18,5,2,10,23,20,9,10,4
57109103,126,99,0,16,11,10,26,24,37,10,7,12
57109104,125,101,2,15,7,3,22,31,36,23,6,4
57109105,98,80,1,9,8,2,22,21,31,13,5,4
57109106,347,276,4,46,21,20,47,86,106,41,20,27
57110501,30,22,2,5,1,1,6,5,9,5,3,1
57110502,185,144,2,28,11,11,29,65,46,18,9,7
57111301,967,713,16,163,75,49,112,305,302,99,52,48
54867701,50,37,0,10,3,1,8,17,15,4,1,4
57113001,102,73,1,22,6,3,15,37,22,12,5,8
57374401,84,66,0,14,4,4,18,18,23,9,9,3
55370101,62,51,0,8,3,5,11,14,16,7,5,4
55370102,19,17,0,2,0,3,2,3,5,4,1,1
57266701,89,66,3,16,4,4,18,21,31,7,6,2
57267501,5,5,0,0,0,1,0,3,0,0,1,0
57267502,108,96,1,8,3,11,25,25,25,8,10,4
54890101,49,31,2,10,6,5,9,6,16,5,6,2
54890102,12,9,0,2,1,0,1,6,2,2,1,0
0059322,0,0,0,0,0,0,0,0,0,0,0,0
57270501,21,14,0,6,1,0,6,5,4,0,1,5
57270502,16,14,0,0,2,2,3,1,5,3,1,1
57270503,49,28,0,13,8,2,8,15,16,6,1,1
57270504,19,18,0,1,0,1,5,3,7,2,1,0
54897901,21,13,0,5,3,4,4,3,8,2,0,0
54897902,21,17,0,1,3,1,5,5,7,1,0,2
54897903,11,9,0,2,0,1,5,0,4,1,0,0
54910001,19,10,1,7,1,1,2,4,3,5,2,2
54910002,36,28,2,6,0,0,10,6,5,12,3,0
54910003,52,42,0,7,3,3,8,11,18,6,5,1
54907001,65,40,0,22,3,2,7,13,32,10,0,1
54885501,105,77,1,21,6,7,17,33,27,16,4,1
54895201,66,52,1,7,6,3,16,13,21,3,7,3
57335301,59,45,1,8,5,7,7,18,13,7,4,3
57335302,20,14,0,3,3,1,2,5,7,2,0,3
54928201,136,115,2,10,9,10,12,42,44,17,8,3
57277201,162,135,1,18,8,9,33,42,53,14,8,3
57277202,13,7,0,6,0,0,2,2,6,3,0,0
57278101,313,243,2,41,27,32,56,73,89,29,21,13
57278103,87,65,1,13,8,5,9,28,31,6,3,5
54899501,74,54,0,14,6,6,11,17,26,5,6,3
54899502,13,10,0,2,1,3,1,1,5,3,0,0
57281101,72,58,0,10,4,1,14,20,19,11,5,2
57281102,26,18,0,3,5,0,8,9,5,1,2,1
57282901,59,52,0,5,2,4,10,9,19,8,6,3
57282902,181,150,3,23,5,10,33,38,66,20,8,6
57282903,118,102,0,7,9,11,28,28,27,11,8,5
54911801,24,18,0,3,3,0,4,11,5,4,0,0
57283701,139,106,1,23,9,10,17,36,44,15,10,7
57283702,139,107,0,22,10,8,28,30,48,17,4,4
54908801,27,21,0,4,2,2,4,9,6,4,2,0
57333701,114,84,3,22,5,8,15,29,36,13,5,8
57333702,23,17,0,4,2,0,6,6,5,2,0,4
57290001,163,117,5,27,14,8,22,46,45,12,14,16
57290002,24,15,0,5,4,1,0,5,12,1,1,4
57290003,49,36,2,8,3,5,5,10,18,6,3,2
57290004,60,30,1,24,5,3,7,18,20,6,4,2
57291801,111,84,2,23,2,7,17,27,29,18,7,6
57291802,11,5,1,4,1,1,3,2,2,1,1,1
57291803,109,76,3,25,5,7,15,28,29,7,12,11
0147962,0,0,0,0,0,0,0,0,0,0,0,0
0311512,0,0,0,0,0,0,0,0,0,0,0,0
0452252,0,0,0,0,0,0,0,0,0,0,0,0
3198302,0,0,0,0,0,0,0,0,0,0,0,0
57292601,38,26,1,9,2,3,4,9,12,10,0,0
57292602,11,6,0,4,1,0,2,6,1,2,0,0
57292603,16,13,0,3,0,2,3,1,5,4,1,0
57292604,79,56,4,16,3,5,6,23,25,7,5,8
57292605,41,28,1,9,3,1,10,5,17,1,4,3
57292606,25,19,0,5,1,1,5,8,2,4,4,1
57292607,24,17,1,6,0,1,4,7,6,1,3,2
57292608,68,58,0,10,0,3,14,12,24,11,3,1
57292609,374,282,5,63,24,23,39,98,103,47,33,31
57292610,20,15,1,4,0,1,6,2,5,3,1,2
57292611,607,454,8,98,47,42,101,143,185,69,31,36
57292612,451,305,5,91,50,35,97,103,127,49,22,18
57292613,114,81,2,22,9,13,27,23,26,13,8,4
57292614,99,78,3,14,4,2,14,26,37,9,2,9
57292615,868,659,12,139,58,55,161,231,206,117,55,43
57292616,220,161,2,43,14,7,27,43,32,40,42,29
57292618,782,590,5,121,66,62,137,171,199,96,57,60
57292619,38,25,0,8,5,6,4,5,9,2,6,6
57292620,21,16,0,3,2,2,2,1,8,2,2,4
54935501,125,90,1,20,14,11,26,19,48,13,5,3
57296901,195,159,1,25,10,16,30,54,51,20,19,5
57296902,18,15,1,1,1,1,3,6,4,2,2,0
57296903,54,45,0,6,3,8,2,11,23,2,3,5
54903701,91,65,1,17,8,2,13,31,20,14,7,4
54922301,78,55,1,17,5,7,7,23,34,4,1,2
57299301,45,34,1,10,0,7,2,16,13,3,3,1
57299302,153,117,1,20,15,11,30,37,42,14,11,8
3122580,0,0,0,0,0,0,0,0,0,0,0,0
3380010,0,0,0,0,0,0,0,0,0,0,0,0
57265901,163,113,5,30,15,9,16,33,62,19,14,10
57265902,134,105,2,14,13,5,38,35,25,17,8,6
57265903,388,285,4,52,47,28,72,92,107,36,23,30
57265904,318,251,9,32,26,15,55,66,79,56,20,27
57265905,57,46,0,8,3,3,16,17,6,11,3,1
57265906,2372,1918,18,267,169,163,473,626,606,252,155,97
57265908,113,88,2,14,9,8,14,27,33,16,8,7
57265909,210,156,4,27,23,15,28,60,57,20,20,10
57265910,23,14,0,7,2,2,4,6,4,0,3,4
57265912,298,219,8,41,30,18,34,79,102,31,14,20
57265913,38,32,0,5,1,3,3,18,7,5,1,1
57265914,11,8,0,3,0,0,1,3,3,0,3,1
57265915,120,96,2,10,12,14,31,16,37,13,6,3
57265916,54,37,1,10,6,3,9,9,18,8,4,3
57265917,80,63,4,12,1,1,20,12,10,22,12,3
57265918,262,195,6,36,25,22,56,52,66,30,20,16
57265919,435,348,6,54,27,19,58,129,123,49,28,29
57265920,578,468,5,59,46,31,97,164,143,71,38,34
57265921,461,335,11,79,36,15,69,117,116,49,45,50
57265922,36,28,0,6,2,3,6,9,8,5,3,2
57265924,455,357,4,61,33,34,84,111,123,48,31,24
57265925,204,154,1,27,22,11,44,51,57,19,11,11
57265926,1248,1015,9,111,113,79,277,345,277,100,73,97
57265927,20,17,0,3,0,2,1,6,4,2,4,1
57300101,20,17,0,2,1,0,4,5,7,1,2,1
57300102,19,13,0,4,2,3,5,1,4,5,1,0
57300103,39,32,1,3,3,4,14,4,10,3,1,3
57300104,185,149,1,21,14,17,34,53,44,19,11,7
57300105,22,16,0,3,3,1,4,12,0,1,3,1
57300106,18,14,0,2,2,3,3,3,4,3,2,0
54915101,74,61,0,10,3,6,14,16,30,3,4,1
54915102,30,25,0,3,2,2,3,9,9,3,3,1
54931201,74,60,0,6,8,4,15,14,20,8,8,5
54931202,16,15,0,1,0,0,1,6,2,3,4,0
54916901,41,32,0,5,4,1,2,12,15,6,2,3
54916902,83,68,0,8,7,8,10,29,22,10,4,0
57304302,9,7,0,1,1,1,1,2,2,1,2,0
57304303,124,95,1,21,7,8,20,32,35,13,12,4
57305101,70,47,2,15,6,5,5,26,15,5,6,8
57305102,147,106,2,20,19,7,23,54,29,12,13,9
57306001,40,29,0,10,1,0,5,13,8,4,7,3
57306002,79,58,1,10,10,9,16,17,22,4,5,6
57306003,849,725,2,75,47,63,180,183,244,111,38,30
57306005,33,25,0,7,1,3,3,5,10,9,2,1
54892801,16,13,0,3,0,0,2,3,7,2,1,1
54894401,68,47,1,16,4,5,12,22,19,7,0,3
57213601,88,71,0,13,4,4,19,20,27,8,6,4
57204701,34,26,0,6,2,1,7,13,8,2,1,2
57309402,18,16,0,1,1,2,3,6,5,2,0,0
57309403,66,42,1,20,3,4,10,13,22,8,3,6
57309404,162,129,1,21,11,13,26,36,46,19,15,7
57309405,279,211,2,51,15,23,34,84,64,31,25,18
57309406,49,40,0,7,2,4,9,13,13,8,1,1
57309407,80,62,1,10,7,5,14,16,28,9,4,4
57309408,956,743,16,136,61,58,166,217,260,119,71,65
57309409,141,96,1,28,16,3,20,47,44,10,9,8
57310801,17,12,0,3,2,1,3,1,8,0,1,3
57310802,894,790,9,52,43,85,203,246,215,88,36,21
57310803,24,17,1,3,3,1,6,8,3,2,2,2
57310804,67,54,0,10,3,5,12,15,24,8,1,2
57310805,19,14,1,2,2,1,3,7,3,4,0,1
57311601,16,15,0,0,1,0,2,5,6,3,0,0
57311602,154,127,1,16,10,11,23,34,53,13,11,9
57311606,14,8,1,2,3,1,0,4,7,0,0,2
57311607,9,5,0,4,0,0,0,5,3,0,0,1
57311608,22,18,0,2,2,3,0,2,6,5,3,3
57311609,23,22,0,1,0,1,3,5,6,5,1,2
57311610,17,11,0,5,1,1,3,5,2,2,3,1
57311611,29,19,0,6,4,2,8,7,6,3,1,2
57312401,45,35,0,7,3,0,11,12,5,10,4,3
57312402,18,13,0,3,2,0,3,4,5,2,2,2
57312404,21,15,1,2,3,1,5,2,8,3,2,0
57312405,250,208,2,27,13,6,44,65,60,38,22,15
57312406,51,43,1,5,2,4,4,16,16,4,4,3
57308601,65,48,0,13,4,3,14,18,18,7,1,4
57308602,30,23,0,6,1,1,5,7,10,4,2,1
57314102,11,11,0,0,0,1,3,5,1,0,0,1
57314103,143,109,3,21,10,3,27,29,37,19,15,13
57315901,294,224,6,46,18,9,46,78,90,42,21,8
57316701,30,26,0,2,2,1,7,12,5,2,1,2
57316703,102,77,2,13,10,5,22,15,35,8,10,7
57316706,35,28,0,6,1,2,5,10,12,4,2,0
57316707,37,28,0,6,3,1,8,5,14,4,1,4
57316708,24,10,1,11,2,0,2,4,10,2,5,1
57316709,15,13,0,1,1,0,5,5,5,0,0,0
57317501,21,12,0,8,1,0,6,6,7,2,0,0
57317502,418,336,2,55,25,26,74,96,120,54,23,25
54886301,135,101,1,22,11,4,17,41,43,9,7,14
0969032,0,0,0,0,0,0,0,0,0,0,0,0
57320501,26,17,1,8,0,1,3,8,8,0,1,5
57320502,16,10,0,5,1,0,5,5,2,1,1,2
57320503,124,100,0,19,5,5,21,27,38,11,16,6
57320504,18,15,0,1,2,3,2,3,5,3,1,1
57320506,48,38,0,5,5,3,5,9,16,7,4,4
57320507,23,17,1,4,1,2,2,2,9,1,5,2
57321302,233,181,1,35,16,12,41,58,59,30,15,18
57323001,9,8,0,0,1,1,3,0,5,0,0,0
57323002,158,129,0,19,10,11,27,44,47,14,8,7
54920701,84,67,0,13,4,7,12,30,18,9,4,4
57324801,26,20,0,4,2,0,5,10,4,5,1,1
57324802,40,33,0,5,2,4,8,4,16,4,4,0
57324803,53,38,1,10,4,1,10,13,20,6,0,3
57324804,38,25,0,8,5,3,6,8,9,6,6,0
57324805,78,52,3,14,9,3,14,27,19,7,5,3
57324806,92,73,1,14,4,4,14,17,24,27,5,1
57324807,113,90,1,19,3,5,19,21,41,20,2,5
57324808,27,21,0,4,2,1,6,5,6,5,4,0
57324809,39,29,0,7,3,4,10,4,16,1,2,2
57324810,137,104,4,22,7,6,15,47,41,13,10,5
57324811,33,27,0,4,2,2,4,7,13,3,2,2
57324813,63,45,2,13,3,3,16,12,13,11,6,2
57324814,167,133,1,23,10,7,24,50,41,26,14,5
57324815,17,6,1,7,3,1,2,2,6,3,2,1
57324816,727,559,12,123,33,49,121,181,228,83,38,27
57324817,128,102,1,14,11,8,15,27,33,22,15,8
57324818,667,497,8,95,67,43,101,144,202,97,37,43
57324819,983,829,5,101,48,57,244,221,204,147,79,31
57324820,202,166,2,22,12,11,29,36,69,35,16,6
57324821,324,249,5,54,16,16,39,77,85,44,35,28
57324822,108,73,4,25,6,8,19,18,27,22,11,3
57324823,65,50,0,6,9,8,7,12,19,10,7,2
54918501,42,31,2,7,2,3,1,10,18,7,2,1
54891001,70,59,1,8,2,1,14,17,29,4,1,4
57326401,113,95,1,12,5,6,9,46,25,16,8,3
57327201,40,33,1,4,2,1,7,9,14,3,5,1
57327202,9,7,0,2,0,1,2,3,2,0,1,0
57327203,15,13,0,1,1,2,1,5,5,0,2,0
57327204,548,417,6,79,46,46,99,134,151,54,41,23
57328101,39,32,0,4,3,3,8,13,10,1,1,3
57329901,88,67,1,17,3,5,14,24,28,8,4,5
57329902,24,18,0,5,1,1,2,4,10,5,1,1
57329904,16,8,0,7,1,0,2,7,2,3,0,2
57329905,28,19,0,6,3,2,3,11,5,3,3,1
57329906,318,242,4,54,18,17,52,92,85,39,20,13
57329908,62,45,0,12,5,3,7,14,17,14,4,3
57329909,25,16,0,5,4,1,6,6,7,2,0,3
57329910,34,24,0,8,2,1,5,10,9,4,1,4
54887101,23,19,0,4,0,2,6,3,8,4,0,0
57331101,112,88,0,15,9,6,15,35,32,10,7,7
57331102,170,116,2,33,19,13,19,49,53,13,15,8
57332902,42,35,1,6,0,0,7,12,7,10,4,2
57332903,84,70,0,11,3,4,19,24,21,10,5,1
57332905,47,37,0,7,3,1,11,10,6,9,5,5
57332906,55,46,1,3,5,2,9,15,18,7,3,1
57332907,20,16,0,1,3,2,4,7,4,1,0,2
57334501,16,13,0,1,2,1,2,4,5,3,0,1
57334502,122,97,0,18,7,8,18,23,43,21,7,2
57337002,123,92,2,17,12,11,18,30,31,15,10,8
57337003,41,27,0,8,6,3,6,12,9,4,2,5
57337004,20,14,0,3,3,1,4,5,5,3,1,1
57337005,14,9,0,4,1,0,3,4,1,4,2,0
54927401,51,40,0,9,2,5,5,13,22,2,4,0
57322101,163,130,4,19,10,14,24,39,54,11,9,12
54889801,37,30,0,6,1,1,9,13,9,3,1,1
54889802,25,15,1,7,2,0,5,9,5,2,2,2
57344201,20,20,0,0,0,2,3,6,3,4,0,2
57344203,12,11,1,0,0,0,1,4,1,3,2,1
57344205,14,9,0,5,0,0,0,6,6,1,1,0
57344206,10,7,1,1,1,0,1,1,2,4,1,1
57344207,75,58,0,12,5,3,11,11,30,13,6,1
57345101,30,29,0,1,0,5,10,6,7,2,0,0
57345102,80,65,1,10,4,2,15,20,25,9,6,3
57345103,12,9,0,3,0,0,1,5,3,2,0,1
54896101,55,45,1,6,3,8,6,15,16,5,3,2
57214401,50,46,0,3,1,3,8,12,10,11,4,2
57346901,36,31,0,4,1,3,6,11,11,2,3,0
57346902,39,34,0,3,2,3,3,12,12,5,4,0
57346903,169,143,0,16,10,12,28,48,53,12,10,6
57218701,59,47,0,9,3,1,8,15,16,12,5,2
57347701,148,118,3,19,8,9,29,34,42,18,9,7
57336101,53,36,3,13,1,5,10,6,23,3,3,3
0646372,0,0,0,0,0,0,0,0,0,0,0,0
57349301,24,19,0,5,0,5,3,4,9,2,1,0
57349303,28,17,0,8,3,1,4,13,4,3,0,3
57349304,11,8,0,3,0,0,2,3,2,4,0,0
57349305,982,823,14,96,49,68,166,256,262,118,57,55
57349306,32,25,2,5,0,3,3,8,11,3,3,1
57349307,37,27,1,6,3,4,5,6,14,6,1,1
57349308,11,8,0,2,1,0,3,6,0,1,1,0
57349309,18,14,0,3,1,3,4,4,5,2,0,0
57350701,67,47,1,15,4,3,16,12,22,7,4,3
57350702,16,12,0,2,2,0,5,3,4,4,0,0
57350703,25,19,0,3,3,0,4,10,4,1,2,4
57350704,73,58,1,10,4,0,13,21,22,10,1,6
57350705,81,66,0,6,9,5,18,11,27,12,3,5
57350706,692,542,7,88,55,44,132,180,184,68,54,30
57350707,13,7,0,5,1,0,1,3,5,2,1,1
53073501,86,63,2,19,2,5,11,29,23,7,6,5
53073502,9,3,1,4,1,0,0,3,1,2,3,0
54909601,173,144,1,14,14,19,33,31,54,24,8,4
57352301,113,96,0,6,11,9,21,37,31,5,2,8
57354001,26,23,0,2,1,1,5,7,6,3,4,0
57354002,31,23,0,6,2,4,4,10,6,2,3,2
57354003,79,62,0,12,5,5,13,19,21,13,7,1
57354004,17,13,0,2,2,3,4,5,3,1,1,0
54888002,107,81,1,18,7,3,31,20,38,13,2,0
57330201,40,24,1,9,6,6,5,14,10,4,1,0
57325602,77,56,0,17,4,2,16,16,18,8,7,10
57325603,8,8,0,0,0,0,0,1,5,2,0,0
57275601,29,21,1,6,1,1,9,2,8,6,3,0
57275602,27,19,0,5,3,3,6,8,6,3,0,1
57275603,29,22,0,7,0,2,3,8,8,6,1,1
57361201,17,12,0,4,1,2,5,5,1,1,2,1
57361202,90,68,0,16,6,4,12,22,27,14,5,6
57361203,14,12,0,2,0,0,2,3,6,2,0,1
57363901,159,134,2,15,8,13,19,53,38,18,9,9
57364701,66,56,0,6,4,7,12,19,21,5,2,0
57365501,12,8,1,3,0,0,1,3,2,4,1,1
57365503,52,36,0,13,3,4,2,20,15,4,7,0
57365504,10,9,0,1,0,0,1,4,3,0,1,1
57365505,93,78,1,8,6,3,20,28,22,10,7,3
57365506,48,37,1,8,2,2,7,19,10,3,5,2
57366301,35,22,0,8,5,2,6,5,13,1,6,2
57366302,11,8,1,1,1,0,2,3,5,0,1,0
57366303,64,53,0,10,1,6,13,16,15,8,6,0
57366304,20,14,1,4,1,4,3,3,5,1,4,0
57367101,23,13,0,9,1,1,4,4,9,3,1,1
57367102,21,19,0,1,1,3,3,2,10,2,1,0
57367103,18,7,2,8,1,1,4,7,2,1,2,1
57368001,12,6,0,4,2,1,2,1,5,1,1,1
57368002,36,27,0,5,4,2,4,11,10,2,4,3
57368003,46,36,0,8,2,4,8,10,15,7,1,1
57368004,62,44,0,11,7,4,14,12,15,9,7,1
57369801,16,12,0,2,2,2,3,0,7,2,2,0
57369802,147,114,1,19,13,11,18,51,38,18,8,3
57370101,1084,564,1,80,439,47,232,318,297,103,53,34
57372801,82,65,1,10,6,3,10,24,25,10,6,4
57372802,29,21,0,8,0,2,6,7,9,2,1,2
57373601,26,22,0,2,2,1,4,7,3,11,0,0
57373602,142,122,1,14,5,4,42,31,40,16,8,1
57375201,10,7,0,2,1,3,1,2,4,0,0,0
57375202,138,109,1,11,17,8,18,36,46,11,12,7
57375203,24,16,0,4,4,2,5,6,7,2,1,1
57376101,105,93,0,9,3,7,12,31,30,8,11,6
57212801,16,15,0,0,1,1,2,4,6,3,0,0
57212802,59,50,0,5,4,8,8,24,11,5,2,1
57379501,99,76,1,12,10,6,27,19,28,10,2,7
54902901,54,39,0,10,5,5,7,15,15,5,6,1
57380901,34,31,0,2,1,0,1,10,12,8,1,2
57380902,275,226,3,21,25,17,54,72,69,30,20,13
57380903,66,53,0,8,5,6,9,20,17,5,5,4
54919302,53,36,2,11,4,3,3,14,17,4,6,6
54919304,13,7,1,4,1,3,0,1,7,0,1,1
57318302,19,19,0,0,0,0,4,7,4,2,2,0
57318303,56,49,0,4,3,5,15,13,18,0,4,1
57382502,38,24,3,5,6,5,5,10,14,0,0,4
57382503,9,6,0,3,0,0,0,4,3,1,0,1
57382504,13,8,0,5,0,1,5,4,2,0,0,1
57382505,18,12,0,4,2,0,1,10,2,3,0,2
57382506,555,428,8,69,50,43,86,137,147,59,38,45
57382507,7,3,0,3,1,2,0,2,3,0,0,0
57383302,20,14,0,6,0,1,1,8,6,3,1,0
57383304,92,81,0,6,5,9,18,31,16,7,9,2
57384101,48,41,0,5,2,6,8,10,12,4,5,3
57385001,102,80,2,12,8,5,13,26,31,10,7,10
54778601,63,26,2,30,5,0,9,9,15,9,10,11
54778602,170,138,1,18,13,8,33,36,56,23,10,4
57388401,295,245,2,36,12,21,57,75,86,30,13,13
0064750,0,0,0,0,0,0,0,0,0,0,0,0
57389201,498,393,3,66,36,41,86,122,132,61,31,25
57390601,111,70,1,28,12,3,24,24,21,18,12,9
57391401,160,121,0,24,15,15,24,40,42,22,9,8
57392201,475,364,3,58,50,37,62,109,146,61,34,26
57392202,66,55,0,8,3,5,8,9,27,8,8,1
57392204,17,14,0,1,2,0,5,2,2,5,2,1
57392205,473,359,8,69,37,36,60,73,150,84,38,32
57392206,29,22,1,4,2,0,7,8,6,3,3,2
57392207,13,6,1,3,3,0,2,4,2,1,3,1
57392208,225,186,1,18,20,22,41,48,60,21,11,22
57392210,269,224,1,21,23,20,47,48,90,42,15,7
57392211,101,75,1,11,14,5,15,28,26,15,8,4
57392212,50,40,0,4,6,7,3,8,20,7,2,3
57392214,82,58,0,22,2,6,7,22,25,7,9,6
57392215,481,381,6,53,41,47,113,91,136,42,32,20
57392216,527,437,4,46,40,29,87,91,182,84,31,23
57392217,85,63,2,8,12,6,18,17,22,12,5,5
57392218,172,136,3,18,15,23,32,48,38,15,11,5
0134710,0,0,0,0,0,0,0,0,0,0,0,0
57393102,82,59,1,14,8,5,10,20,24,12,5,6
57393104,39,26,2,8,3,3,3,13,7,8,1,4
54775101,166,130,1,27,8,12,32,31,48,24,10,9
57395701,228,172,1,36,19,22,28,58,73,22,10,15
50509901,92,70,2,13,7,4,11,28,31,9,4,5
57396501,92,75,3,9,5,6,14,22,30,10,4,6
57396502,2382,1859,37,323,163,186,385,612,614,285,162,138
57396503,326,240,6,51,29,20,60,71,99,47,16,13
57396504,545,416,4,79,46,39,85,115,155,69,43,39
57396505,49,40,0,5,4,4,5,13,12,8,2,5
57396506,21,18,1,2,0,4,4,5,4,3,1,0
57396507,86,64,1,9,12,5,14,24,20,14,3,6
57396508,20,12,0,7,1,1,3,3,6,5,2,0
57396509,257,187,1,53,16,20,52,71,64,25,16,9
57396510,30,20,1,9,0,0,9,7,4,5,4,1
57397301,232,185,0,34,13,8,41,55,82,27,9,10
57398101,78,62,0,7,9,7,7,21,25,6,7,5
57398102,21,19,0,0,2,1,6,4,7,1,1,1
57398104,38,29,2,6,1,2,8,9,10,7,1,1
57399001,171,140,3,17,11,6,19,31,36,41,22,16
57399002,1464,1139,24,168,133,118,251,339,392,169,115,80
57399003,23,20,1,2,0,2,6,6,6,3,0,0
57399004,466,359,7,60,40,38,57,118,134,53,31,35
57399006,41,34,0,5,2,3,7,14,8,4,4,1
57399007,108,88,1,14,5,3,17,26,36,12,9,5
57399008,92,63,1,22,6,4,11,24,23,12,8,10
57401501,86,64,1,19,2,4,14,16,28,11,9,4
57401502,107,75,3,23,6,9,22,22,23,14,9,8
57401503,34,24,0,6,4,5,4,7,12,3,1,2
57401504,15,13,0,2,0,3,2,4,5,0,0,1
57401505,79,63,2,9,5,7,13,22,15,7,6,9
57402301,376,286,6,62,22,33,62,76,116,38,24,27
57403101,282,232,4,30,16,16,44,64,88,27,30,13
57404001,28,21,0,4,3,2,3,7,13,2,1,0
57404002,54,41,2,10,1,5,6,14,16,4,4,5
57404003,59,50,1,6,2,6,9,22,14,4,4,0
57404004,33,28,1,3,1,2,3,12,9,5,1,1
0386012,0,0,0,0,0,0,0,0,0,0,0,0
57405801,27,22,0,1,4,2,5,8,10,1,0,1
57405802,204,150,2,32,20,13,28,54,70,18,10,11
57405803,12,8,0,1,3,1,3,2,2,2,1,1
57406601,14,12,0,2,0,0,3,6,4,0,1,0
57406602,197,152,2,28,15,11,34,55,57,26,10,4
57406603,37,32,1,4,0,2,8,6,12,4,2,3
54753101,66,47,2,17,0,9,8,18,20,6,3,2
57407401,214,173,4,24,13,20,46,46,47,30,12,13
57407402,41,31,0,5,5,7,7,9,14,2,1,1
57407403,12,10,0,1,1,1,2,2,5,1,0,1
57407404,37,27,1,6,3,4,6,7,9,7,4,0
3123040,0,0,0,0,0,0,0,0,0,0,0,0
3382570,0,0,0,0,0,0,0,0,0,0,0,0
57408201,902,662,17,140,83,67,156,206,251,101,66,55
57408202,88,77,2,5,4,11,15,20,19,13,9,1
57408203,373,281,4,57,31,32,64,81,109,48,25,14
57408204,385,313,1,40,31,31,71,67,131,47,23,15
57408205,14,11,0,3,0,2,3,0,2,5,1,1
57408206,445,350,7,63,25,32,86,91,144,42,32,18
57408207,12,10,0,1,1,0,3,4,5,0,0,0
57408208,21,12,3,5,1,0,3,4,10,3,0,1
57408209,322,234,4,59,25,23,53,64,103,42,22,15
57408210,79,66,1,9,3,8,20,8,30,9,2,2
57408211,136,98,3,26,9,11,16,31,49,15,11,3
57408212,28,21,0,2,5,3,2,5,11,4,2,1
57416301,85,73,0,8,4,11,18,20,22,7,5,2
57411201,189,145,3,31,10,13,30,55,49,24,8,10
