kod_nadzsj_d,Zaměstnaní celkem,Zaměstnaní - Zaměstnanci v ozbrojených silách,Zaměstnaní - Zákonodárci a řídící pracovníci,Zaměstnaní - Specialisté,Zaměstnaní - Techničtí a odborní pracovníci,Zaměstnaní - Úředníci,Zaměstnaní - Pracovníci ve službách a prodeji,"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství",Zaměstnaní - Řemeslníci a opraváři,"Zaměstnaní - Obsluha strojů a zařízení, montéři",Zaměstnaní - Pomocní a nekvalifikovaní pracovníci,Zaměstnaní - nezjištěno,Zaměstnaní muži,Zaměstnaní - Zaměstnanci v ozbrojených silách - muži,Zaměstnaní - Zákonodárci a řídící pracovníci - muži,Zaměstnaní - Specialisté - muži,Zaměstnaní - Techničtí a odborní pracovníci - muži,Zaměstnaní - Úředníci - muži,Zaměstnaní - Pracovníci ve službách a prodeji - muži,"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství - muži",Zaměstnaní - Řemeslníci a opraváři - muži,"Zaměstnaní - Obsluha strojů a zařízení, montéři - muži",Zaměstnaní - Pomocní a nekvalifikovaní pracovníci - muži,Zaměstnaní - nezjištěno - muži,Zaměstnaní ženy,Zaměstnaní - Zaměstnanci v ozbrojených silách - ženy,Zaměstnaní - Zákonodárci a řídící pracovníci - ženy,Zaměstnaní - Specialisté - ženy,Zaměstnaní - Techničtí a odborní pracovníci - ženy,Zaměstnaní - Úředníci - ženy,Zaměstnaní - Pracovníci ve službách a prodeji - ženy,"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství - ženy",Zaměstnaní - Řemeslníci a opraváři - ženy,"Zaměstnaní - Obsluha strojů a zařízení, montéři - ženy",Zaměstnaní - Pomocní a nekvalifikovaní pracovníci - ženy,Zaměstnaní - nezjištěno - ženy
54696803,51,0,1,4,3,1,5,6,17,3,1,10,30,0,1,1,1,1,2,3,14,0,1,6,21,0,0,3,2,0,3,3,3,3,0,4
54696804,13,0,0,1,0,0,2,0,3,4,2,1,7,0,0,1,0,0,1,0,2,2,1,0,6,0,0,0,0,0,1,0,1,2,1,1
54696805,27,0,0,4,4,0,4,0,5,6,1,3,17,0,0,1,4,0,1,0,4,4,1,2,10,0,0,3,0,0,3,0,1,2,0,1
54696806,105,0,3,5,19,3,11,8,18,22,5,11,62,0,1,2,8,1,5,3,13,19,3,7,43,0,2,3,11,2,6,5,5,3,2,4
54696807,18,0,1,2,3,0,0,1,4,5,1,1,13,0,0,0,2,0,0,1,4,5,1,0,5,0,1,2,1,0,0,0,0,0,0,1
54696808,26,0,0,1,6,2,3,3,3,6,1,1,16,0,0,1,1,0,0,3,3,6,1,1,10,0,0,0,5,2,3,0,0,0,0,0
54697601,59,1,2,7,5,2,5,3,7,12,7,8,37,1,1,2,2,1,2,3,7,9,4,5,22,0,1,5,3,1,3,0,0,3,3,3
54698401,264,0,14,28,34,21,26,3,53,34,21,30,143,0,10,4,19,5,9,1,48,22,9,16,121,0,4,24,15,16,17,2,5,12,12,14
54699201,38,2,1,0,5,1,3,2,9,7,5,3,23,2,0,0,2,0,0,1,9,5,2,2,15,0,1,0,3,1,3,1,0,2,3,1
54699203,175,1,4,17,25,8,22,6,28,32,12,20,99,1,1,6,11,1,9,5,26,20,7,12,76,0,3,11,14,7,13,1,2,12,5,8
54700001,279,1,12,28,38,9,48,6,50,49,11,27,160,1,7,10,24,0,12,4,45,37,5,15,119,0,5,18,14,9,36,2,5,12,6,12
54701801,280,4,9,39,42,18,44,3,48,39,11,23,156,2,7,17,20,3,12,3,42,29,6,15,124,2,2,22,22,15,32,0,6,10,5,8
54702601,497,5,37,113,93,35,51,3,50,52,16,42,274,4,31,50,47,10,17,3,43,40,5,24,223,1,6,63,46,25,34,0,7,12,11,18
54703402,1700,1,130,524,355,148,181,5,91,70,43,152,894,1,81,262,173,50,84,1,81,58,11,92,806,0,49,262,182,98,97,4,10,12,32,60
54703403,531,0,16,117,95,55,75,1,40,37,20,75,269,0,10,52,40,26,24,0,39,33,5,40,262,0,6,65,55,29,51,1,1,4,15,35
54703404,2733,4,110,621,524,299,404,8,152,171,81,359,1393,3,70,300,243,108,179,3,131,143,35,178,1340,1,40,321,281,191,225,5,21,28,46,181
54703405,974,0,63,259,202,78,131,1,69,50,34,87,534,0,49,122,103,29,59,0,67,42,13,50,440,0,14,137,99,49,72,1,2,8,21,37
54703407,3829,8,196,889,702,426,552,8,248,216,126,458,1942,7,128,403,340,153,198,4,222,182,52,253,1887,1,68,486,362,273,354,4,26,34,74,205
54703408,2491,4,116,586,490,223,352,7,179,151,92,291,1321,4,77,281,250,69,157,5,160,126,38,154,1170,0,39,305,240,154,195,2,19,25,54,137
54703409,2958,5,140,743,549,313,395,9,200,134,103,367,1572,4,96,370,243,114,199,6,182,111,49,198,1386,1,44,373,306,199,196,3,18,23,54,169
54703410,3078,2,155,938,657,288,343,10,154,138,69,324,1591,2,90,449,309,92,170,7,133,114,29,196,1487,0,65,489,348,196,173,3,21,24,40,128
54703411,72,0,6,24,11,6,11,0,3,4,3,4,36,0,5,12,6,2,2,0,2,4,1,2,36,0,1,12,5,4,9,0,1,0,2,2
54703412,77,0,0,1,2,0,1,0,0,2,0,71,56,0,0,0,2,0,1,0,0,1,0,52,21,0,0,1,0,0,0,0,0,1,0,19
54703413,3278,4,151,809,617,308,473,7,211,173,126,399,1690,3,96,389,291,107,204,5,190,149,48,208,1588,1,55,420,326,201,269,2,21,24,78,191
54703414,1740,3,116,567,329,155,168,2,75,49,37,239,934,2,71,290,155,52,77,2,71,43,14,157,806,1,45,277,174,103,91,0,4,6,23,82
54703415,2115,1,92,501,390,206,280,7,150,119,86,283,1075,1,52,223,174,79,133,6,129,103,29,146,1040,0,40,278,216,127,147,1,21,16,57,137
54703417,811,1,77,206,139,62,111,1,61,34,29,90,430,1,50,104,66,19,46,1,54,30,11,48,381,0,27,102,73,43,65,0,7,4,18,42
54703418,2646,4,102,605,422,246,342,8,185,180,111,441,1447,4,65,287,189,86,139,6,176,158,50,287,1199,0,37,318,233,160,203,2,9,22,61,154
54703419,1159,2,121,501,251,87,67,0,26,24,6,74,619,1,93,272,120,24,31,0,23,20,3,32,540,1,28,229,131,63,36,0,3,4,3,42
54703420,2549,2,96,616,479,226,373,5,188,151,102,311,1340,2,67,285,235,85,143,3,171,131,40,178,1209,0,29,331,244,141,230,2,17,20,62,133
54703421,3219,2,187,800,650,315,441,9,175,182,90,368,1670,2,111,393,314,107,168,6,158,158,34,219,1549,0,76,407,336,208,273,3,17,24,56,149
54703422,1616,4,92,429,313,160,200,3,94,78,62,181,838,3,55,203,154,65,76,2,86,60,26,108,778,1,37,226,159,95,124,1,8,18,36,73
54704201,69,0,16,25,13,3,1,0,3,2,0,6,37,0,13,12,5,2,0,0,2,2,0,1,32,0,3,13,8,1,1,0,1,0,0,5
54704202,84,0,5,36,11,9,7,0,3,1,1,11,42,0,4,16,5,5,4,0,2,0,1,5,42,0,1,20,6,4,3,0,1,1,0,6
54704203,49,0,7,16,11,5,6,0,0,1,0,3,25,0,5,9,7,0,2,0,0,0,0,2,24,0,2,7,4,5,4,0,0,1,0,1
54704204,894,2,78,267,135,61,101,5,70,39,24,112,474,1,47,122,65,20,43,4,65,37,10,60,420,1,31,145,70,41,58,1,5,2,14,52
54704206,109,0,14,25,17,8,10,2,5,6,8,14,58,0,9,12,10,1,2,2,5,6,2,9,51,0,5,13,7,7,8,0,0,0,6,5
54704207,122,0,8,17,22,7,31,2,8,9,6,12,71,0,6,9,14,1,14,1,7,8,4,7,51,0,2,8,8,6,17,1,1,1,2,5
54704208,10,0,3,2,1,0,1,0,1,0,0,2,5,0,1,1,1,0,0,0,1,0,0,1,5,0,2,1,0,0,1,0,0,0,0,1
54704209,1203,1,103,499,243,61,115,3,20,21,9,128,622,1,71,248,119,18,42,2,16,20,3,82,581,0,32,251,124,43,73,1,4,1,6,46
54704211,1257,1,137,356,259,111,141,6,52,45,20,129,643,1,93,161,122,32,62,5,45,36,11,75,614,0,44,195,137,79,79,1,7,9,9,54
54704212,881,1,106,223,175,75,103,6,51,33,15,93,477,1,72,104,90,25,51,3,46,32,6,47,404,0,34,119,85,50,52,3,5,1,9,46
54704213,17,0,1,1,1,2,8,2,0,2,0,0,13,0,1,0,0,0,8,2,0,2,0,0,4,0,0,1,1,2,0,0,0,0,0,0
54704214,513,0,4,207,65,52,67,0,9,3,7,99,270,0,4,129,32,19,22,0,7,0,5,52,243,0,0,78,33,33,45,0,2,3,2,47
54705101,1119,2,97,305,216,72,170,4,64,38,33,118,587,2,65,150,104,21,69,1,61,33,18,63,532,0,32,155,112,51,101,3,3,5,15,55
54705103,1369,1,69,284,235,122,239,8,86,98,51,176,705,1,42,132,105,46,93,3,76,82,20,105,664,0,27,152,130,76,146,5,10,16,31,71
54705105,33,0,0,22,3,0,0,0,0,0,0,8,17,0,0,12,1,0,0,0,0,0,0,4,16,0,0,10,2,0,0,0,0,0,0,4
54705107,625,1,36,169,111,58,89,1,29,33,25,73,329,1,23,98,46,19,40,0,28,26,8,40,296,0,13,71,65,39,49,1,1,7,17,33
54705108,723,1,67,184,126,49,117,0,35,44,20,80,394,1,44,92,61,17,50,0,32,38,9,50,329,0,23,92,65,32,67,0,3,6,11,30
54705109,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
54705110,278,0,30,67,51,24,36,0,18,10,8,34,157,0,21,30,26,10,17,0,18,10,4,21,121,0,9,37,25,14,19,0,0,0,4,13
54705111,1344,1,87,298,230,101,245,5,92,93,46,146,714,1,58,137,106,44,100,4,82,78,20,84,630,0,29,161,124,57,145,1,10,15,26,62
54706901,34,0,1,6,4,1,8,0,6,3,2,3,18,0,0,3,2,0,3,0,5,1,2,2,16,0,1,3,2,1,5,0,1,2,0,1
54706903,263,0,5,21,22,10,33,6,43,79,13,31,155,0,3,5,14,6,10,4,33,56,5,19,108,0,2,16,8,4,23,2,10,23,8,12
54707701,685,2,52,194,125,52,61,4,62,45,23,65,358,1,37,79,65,14,30,3,52,37,3,37,327,1,15,115,60,38,31,1,10,8,20,28
54708501,141,1,10,21,16,15,18,2,26,14,4,14,83,1,8,8,6,5,7,2,24,10,3,9,58,0,2,13,10,10,11,0,2,4,1,5
54708502,192,1,12,34,34,6,24,9,18,20,13,21,104,1,6,13,16,1,13,5,15,17,4,13,88,0,6,21,18,5,11,4,3,3,9,8
54709301,24,0,4,9,2,1,1,1,3,0,0,3,14,0,2,6,0,0,0,1,3,0,0,2,10,0,2,3,2,1,1,0,0,0,0,1
54710701,34,0,3,7,6,5,4,0,2,1,2,4,20,0,2,4,5,2,1,0,2,0,2,2,14,0,1,3,1,3,3,0,0,1,0,2
54710702,7,0,0,0,0,0,1,0,1,3,0,2,6,0,0,0,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
54710703,547,1,45,158,95,46,66,5,40,21,19,51,298,1,28,77,53,13,25,4,36,18,10,33,249,0,17,81,42,33,41,1,4,3,9,18
54710707,447,3,33,102,81,33,50,5,39,26,24,51,230,3,23,44,37,9,16,4,35,24,11,24,217,0,10,58,44,24,34,1,4,2,13,27
54710708,2460,5,95,581,463,245,382,2,166,158,86,277,1256,3,51,262,211,97,166,1,153,134,31,147,1204,2,44,319,252,148,216,1,13,24,55,130
54710710,1594,2,69,382,312,137,245,4,109,92,67,175,828,1,46,184,149,46,99,2,100,84,24,93,766,1,23,198,163,91,146,2,9,8,43,82
54710711,2644,2,123,611,519,228,419,6,171,178,97,290,1368,2,78,292,248,86,164,5,158,143,35,157,1276,0,45,319,271,142,255,1,13,35,62,133
54710712,534,0,24,123,116,61,79,2,27,31,13,58,272,0,13,55,52,22,35,1,25,29,5,35,262,0,11,68,64,39,44,1,2,2,8,23
54710713,2691,6,132,678,525,244,378,13,184,121,92,318,1388,5,90,327,232,85,159,11,165,107,36,171,1303,1,42,351,293,159,219,2,19,14,56,147
54710714,14,0,0,2,0,2,4,0,1,1,0,4,7,0,0,0,0,0,2,0,1,1,0,3,7,0,0,2,0,2,2,0,0,0,0,1
54710715,749,3,85,352,140,48,50,1,16,10,5,39,412,2,62,190,74,15,17,1,15,9,1,26,337,1,23,162,66,33,33,0,1,1,4,13
54710716,263,0,22,91,45,15,32,0,20,16,3,19,143,0,15,51,19,4,15,0,17,11,1,10,120,0,7,40,26,11,17,0,3,5,2,9
54710717,1022,4,65,293,224,95,123,5,57,40,20,96,539,4,41,149,117,29,60,3,51,32,7,46,483,0,24,144,107,66,63,2,6,8,13,50
54710718,2427,4,124,700,473,221,279,8,169,112,65,272,1292,3,73,351,219,82,121,5,158,98,24,158,1135,1,51,349,254,139,158,3,11,14,41,114
54710719,184,1,13,48,50,11,20,1,10,7,5,18,95,1,9,20,26,2,9,1,7,7,2,11,89,0,4,28,24,9,11,0,3,0,3,7
54710720,97,1,14,48,17,0,9,0,0,2,0,6,54,1,8,24,11,0,4,0,0,2,0,4,43,0,6,24,6,0,5,0,0,0,0,2
54710721,239,0,19,73,41,22,22,0,20,11,11,20,131,0,12,34,20,7,11,0,16,11,7,13,108,0,7,39,21,15,11,0,4,0,4,7
54710722,75,0,5,15,17,6,13,1,7,2,2,7,41,0,4,5,7,4,9,1,7,2,0,2,34,0,1,10,10,2,4,0,0,0,2,5
54710723,2719,3,146,717,599,239,311,6,188,142,85,283,1370,3,96,328,246,79,127,4,168,128,34,157,1349,0,50,389,353,160,184,2,20,14,51,126
54710724,1353,2,81,340,232,89,132,6,102,78,38,253,798,2,55,164,120,38,51,2,99,69,20,178,555,0,26,176,112,51,81,4,3,9,18,75
54710725,2997,5,152,727,543,260,436,4,225,148,109,388,1557,4,93,353,246,82,179,2,204,135,43,216,1440,1,59,374,297,178,257,2,21,13,66,172
54710726,2693,4,113,598,452,217,351,11,198,269,90,390,1482,4,73,261,204,73,151,8,183,232,39,254,1211,0,40,337,248,144,200,3,15,37,51,136
54710728,475,2,36,169,82,32,39,0,29,17,8,61,257,1,23,90,39,10,17,0,28,11,2,36,218,1,13,79,43,22,22,0,1,6,6,25
54710729,1671,4,138,570,336,130,180,5,92,59,25,132,854,4,64,273,160,44,89,5,81,50,13,71,817,0,74,297,176,86,91,0,11,9,12,61
54710730,421,2,63,154,95,21,36,0,12,3,2,33,247,2,42,94,61,4,13,0,12,3,1,15,174,0,21,60,34,17,23,0,0,0,1,18
54710731,1078,1,80,336,212,95,116,1,74,48,21,94,566,1,50,163,105,28,49,0,64,41,7,58,512,0,30,173,107,67,67,1,10,7,14,36
54710734,948,0,57,244,186,67,128,2,84,60,34,86,505,0,34,104,85,30,51,0,77,53,16,55,443,0,23,140,101,37,77,2,7,7,18,31
54710735,19,0,1,1,4,1,4,2,3,2,1,0,13,0,1,0,0,1,3,2,3,2,1,0,6,0,0,1,4,0,1,0,0,0,0,0
54711501,215,0,14,34,19,14,13,0,55,28,17,21,153,0,9,21,12,7,3,0,52,21,12,16,62,0,5,13,7,7,10,0,3,7,5,5
54711503,132,0,7,32,27,6,15,2,9,5,7,22,69,0,2,16,15,0,6,1,9,5,2,13,63,0,5,16,12,6,9,1,0,0,5,9
54711504,22,0,1,5,6,2,4,1,1,0,0,2,14,0,1,4,3,1,2,1,1,0,0,1,8,0,0,1,3,1,2,0,0,0,0,1
54711506,68,0,1,13,9,5,19,2,3,5,4,7,41,0,1,5,4,3,13,1,3,4,1,6,27,0,0,8,5,2,6,1,0,1,3,1
54711507,1132,1,122,371,237,73,108,3,58,28,12,119,597,1,84,163,122,31,54,1,49,25,6,61,535,0,38,208,115,42,54,2,9,3,6,58
54712301,80,1,2,12,11,5,7,8,7,13,7,7,45,0,0,4,6,2,2,6,7,9,5,4,35,1,2,8,5,3,5,2,0,4,2,3
54713101,115,3,3,5,10,7,24,3,9,25,6,20,65,3,3,1,5,5,4,2,9,17,3,13,50,0,0,4,5,2,20,1,0,8,3,7
54714002,107,1,6,69,7,6,5,0,3,3,1,6,59,1,3,41,3,0,2,0,2,3,1,3,48,0,3,28,4,6,3,0,1,0,0,3
54714003,712,3,59,244,145,41,62,5,32,30,21,70,379,2,37,126,70,19,22,3,28,24,8,40,333,1,22,118,75,22,40,2,4,6,13,30
54715801,191,0,49,51,41,12,11,0,4,1,2,20,104,0,34,23,23,2,9,0,4,1,0,8,87,0,15,28,18,10,2,0,0,0,2,12
54715802,29,0,0,10,4,1,7,1,0,1,0,5,14,0,0,6,2,0,2,1,0,1,0,2,15,0,0,4,2,1,5,0,0,0,0,3
54715804,1075,2,120,303,210,82,100,8,53,47,26,124,591,2,88,138,112,24,39,6,51,42,12,77,484,0,32,165,98,58,61,2,2,5,14,47
54716603,29,0,2,1,3,1,2,3,8,5,1,3,19,0,0,0,2,0,1,2,7,4,1,2,10,0,2,1,1,1,1,1,1,1,0,1
54716604,984,9,29,81,108,33,152,27,179,201,49,116,572,9,20,19,72,11,49,17,142,142,22,69,412,0,9,62,36,22,103,10,37,59,27,47
54716606,23,1,0,2,1,2,4,1,6,3,1,2,11,0,0,1,0,1,1,0,4,2,0,2,12,1,0,1,1,1,3,1,2,1,1,0
54716607,15,0,0,1,2,0,3,0,5,1,0,3,8,0,0,1,1,0,1,0,3,0,0,2,7,0,0,0,1,0,2,0,2,1,0,1
54717401,3429,12,172,858,651,333,495,9,232,179,125,363,1716,9,107,378,285,115,209,8,204,158,49,194,1713,3,65,480,366,218,286,1,28,21,76,169
54717402,31,0,0,0,4,1,3,0,4,15,2,2,25,0,0,0,1,0,1,0,4,15,2,2,6,0,0,0,3,1,2,0,0,0,0,0
54717403,1076,6,84,324,215,97,120,5,59,49,22,95,577,3,52,159,102,35,57,2,54,45,11,57,499,3,32,165,113,62,63,3,5,4,11,38
54717404,444,1,35,113,72,29,56,4,39,22,45,28,209,1,22,46,34,13,21,2,30,21,7,12,235,0,13,67,38,16,35,2,9,1,38,16
54717405,4119,11,174,905,779,395,628,14,315,280,151,467,2118,9,105,393,342,149,246,12,284,244,60,274,2001,2,69,512,437,246,382,2,31,36,91,193
54717406,324,1,54,117,50,22,20,1,16,3,2,38,183,1,37,62,25,9,10,0,14,1,1,23,141,0,17,55,25,13,10,1,2,2,1,15
54717407,3317,33,159,797,636,319,448,6,201,165,145,408,1718,18,108,358,322,113,184,5,184,143,54,229,1599,15,51,439,314,206,264,1,17,22,91,179
54718201,887,2,35,146,131,65,156,13,125,91,42,81,489,2,25,66,69,17,50,9,111,76,15,49,398,0,10,80,62,48,106,4,14,15,27,32
54719101,102,0,4,17,20,3,10,5,15,18,5,5,63,0,3,6,10,0,3,5,14,15,2,5,39,0,1,11,10,3,7,0,1,3,3,0
54720401,14,0,0,0,2,1,2,1,3,3,0,2,8,0,0,0,1,0,1,0,3,2,0,1,6,0,0,0,1,1,1,1,0,1,0,1
54720403,187,0,4,14,15,8,24,10,37,32,16,27,108,0,2,7,7,3,4,5,34,23,6,17,79,0,2,7,8,5,20,5,3,9,10,10
54720404,23,0,2,3,2,1,1,0,5,5,1,3,12,0,1,1,1,1,1,0,3,2,0,2,11,0,1,2,1,0,0,0,2,3,1,1
54721204,173,1,2,14,13,7,16,13,28,37,13,29,105,1,1,2,9,2,6,9,25,24,5,21,68,0,1,12,4,5,10,4,3,13,8,8
54721207,14,0,2,4,1,1,0,0,2,1,2,1,12,0,2,2,1,1,0,0,2,1,2,1,2,0,0,2,0,0,0,0,0,0,0,0
54722101,35,0,1,9,5,1,3,0,5,5,3,3,21,0,0,6,2,0,1,0,5,4,1,2,14,0,1,3,3,1,2,0,0,1,2,1
54722102,11,0,2,0,2,1,1,0,1,0,1,3,5,0,1,0,1,0,0,0,1,0,0,2,6,0,1,0,1,1,1,0,0,0,1,1
54722103,8,0,1,1,1,0,2,2,0,0,1,0,4,0,1,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,2,1,0,0,1,0
54722105,354,4,14,31,50,8,78,7,51,47,19,45,190,4,9,8,30,1,19,4,44,36,9,26,164,0,5,23,20,7,59,3,7,11,10,19
54723901,105,0,2,4,13,8,15,5,14,17,10,17,58,0,1,1,8,3,6,2,11,10,8,8,47,0,1,3,5,5,9,3,3,7,2,9
54723902,29,0,1,4,3,0,5,0,6,7,2,1,19,0,1,2,3,0,0,0,6,6,0,1,10,0,0,2,0,0,5,0,0,1,2,0
54723903,32,2,0,3,5,1,1,2,7,6,2,3,16,2,0,1,2,0,0,1,3,4,1,2,16,0,0,2,3,1,1,1,4,2,1,1
54723905,467,1,19,45,55,23,52,13,77,86,30,66,259,1,9,16,30,7,13,6,65,59,8,45,208,0,10,29,25,16,39,7,12,27,22,21
54724701,31,0,1,4,3,1,3,0,5,6,1,7,18,0,1,2,0,0,1,0,4,5,0,5,13,0,0,2,3,1,2,0,1,1,1,2
54724702,63,0,3,3,9,3,11,3,6,15,4,6,34,0,2,1,4,2,3,2,5,10,2,3,29,0,1,2,5,1,8,1,1,5,2,3
54724703,109,2,0,18,15,1,18,6,15,20,8,6,61,2,0,9,8,0,4,5,11,12,4,6,48,0,0,9,7,1,14,1,4,8,4,0
54725501,33,0,1,7,7,1,5,2,2,4,3,1,17,0,0,4,2,0,3,2,2,2,1,1,16,0,1,3,5,1,2,0,0,2,2,0
54726301,28,0,0,1,5,1,5,3,4,7,1,1,15,0,0,1,2,0,0,3,3,4,1,1,13,0,0,0,3,1,5,0,1,3,0,0
54726302,15,0,3,3,1,0,3,2,1,0,0,2,9,0,2,0,1,0,1,2,1,0,0,2,6,0,1,3,0,0,2,0,0,0,0,0
54726303,50,0,1,3,5,3,6,1,13,7,2,9,32,0,1,2,3,2,1,1,10,5,2,5,18,0,0,1,2,1,5,0,3,2,0,4
54726304,48,0,2,7,5,1,6,2,9,10,2,4,29,0,1,4,2,0,2,1,8,8,1,2,19,0,1,3,3,1,4,1,1,2,1,2
54726305,47,1,5,5,3,2,2,0,6,9,3,11,26,1,5,1,1,1,2,0,5,6,1,3,21,0,0,4,2,1,0,0,1,3,2,8
54726307,16,0,1,2,2,0,3,2,5,1,0,0,8,0,1,0,2,0,1,1,2,1,0,0,8,0,0,2,0,0,2,1,3,0,0,0
54726308,726,1,23,73,71,32,76,15,154,160,33,88,410,1,14,23,42,8,19,13,111,114,13,52,316,0,9,50,29,24,57,2,43,46,20,36
54726309,29,0,1,2,3,0,2,1,5,10,4,1,20,0,1,0,2,0,0,1,3,9,3,1,9,0,0,2,1,0,2,0,2,1,1,0
54726310,17,0,0,2,1,0,4,2,4,2,0,2,10,0,0,1,0,0,0,1,4,2,0,2,7,0,0,1,1,0,4,1,0,0,0,0
54726311,11,0,1,4,0,1,0,0,2,1,0,2,10,0,1,3,0,1,0,0,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0
54727102,751,1,48,266,140,63,61,2,46,36,16,72,382,1,35,125,61,12,26,2,43,33,7,37,369,0,13,141,79,51,35,0,3,3,9,35
54727103,378,2,30,146,70,27,46,0,9,11,6,31,196,2,19,81,28,8,16,0,9,11,6,16,182,0,11,65,42,19,30,0,0,0,0,15
54727105,1013,5,90,313,202,83,90,8,57,29,20,116,537,4,56,167,104,25,35,4,52,27,5,58,476,1,34,146,98,58,55,4,5,2,15,58
54727106,19,0,1,3,1,0,4,0,2,1,5,2,12,0,1,2,1,0,1,0,2,1,3,1,7,0,0,1,0,0,3,0,0,0,2,1
54727107,948,0,76,310,175,80,96,6,60,31,21,93,469,0,51,134,85,25,39,4,53,28,8,42,479,0,25,176,90,55,57,2,7,3,13,51
54727108,313,1,12,97,46,33,39,2,9,9,4,61,190,1,7,52,26,17,25,2,8,8,3,41,123,0,5,45,20,16,14,0,1,1,1,20
54727109,305,2,25,97,56,24,35,0,16,9,8,33,157,2,19,49,23,8,9,0,13,8,4,22,148,0,6,48,33,16,26,0,3,1,4,11
54728001,21,0,0,1,4,0,2,2,4,4,0,4,15,0,0,1,3,0,1,1,3,2,0,4,6,0,0,0,1,0,1,1,1,2,0,0
54728002,68,1,3,10,13,2,6,0,11,14,3,5,40,1,3,3,8,1,2,0,9,7,2,4,28,0,0,7,5,1,4,0,2,7,1,1
54728003,42,0,2,7,9,2,5,0,8,6,2,1,23,0,0,3,6,0,3,0,8,3,0,0,19,0,2,4,3,2,2,0,0,3,2,1
54728004,102,0,5,11,12,5,12,2,16,20,5,14,59,0,5,3,8,1,3,2,14,15,3,5,43,0,0,8,4,4,9,0,2,5,2,9
54728006,1274,4,39,111,171,76,170,15,208,273,61,146,703,3,23,42,93,36,61,13,162,156,23,91,571,1,16,69,78,40,109,2,46,117,38,55
54728008,38,0,2,4,4,1,2,2,8,9,1,5,19,0,0,1,2,0,1,2,6,5,0,2,19,0,2,3,2,1,1,0,2,4,1,3
54728009,15,0,2,2,3,0,4,0,0,2,1,1,10,0,1,1,2,0,2,0,0,2,1,1,5,0,1,1,1,0,2,0,0,0,0,0
54728010,109,0,5,15,18,6,15,3,12,18,6,11,56,0,3,3,8,4,7,2,9,13,2,5,53,0,2,12,10,2,8,1,3,5,4,6
54729801,15,0,0,1,5,1,1,0,5,0,0,2,9,0,0,0,2,1,0,0,5,0,0,1,6,0,0,1,3,0,1,0,0,0,0,1
54729802,1695,3,136,449,296,130,197,2,142,96,56,188,899,3,79,216,131,39,76,1,132,85,23,114,796,0,57,233,165,91,121,1,10,11,33,74
54729804,153,1,19,57,40,9,15,0,2,4,1,5,82,1,12,28,24,3,5,0,2,4,1,2,71,0,7,29,16,6,10,0,0,0,0,3
54729807,107,0,6,38,23,12,8,0,1,3,1,15,59,0,3,25,13,3,2,0,1,3,0,9,48,0,3,13,10,9,6,0,0,0,1,6
54729808,110,0,9,31,26,4,15,0,6,10,3,6,54,0,7,13,11,0,3,0,6,9,3,2,56,0,2,18,15,4,12,0,0,1,0,4
54730101,918,0,84,256,169,79,111,5,42,48,20,104,507,0,53,127,91,31,51,4,41,44,4,61,411,0,31,129,78,48,60,1,1,4,16,43
54730102,12,0,0,2,2,1,4,0,0,1,0,2,6,0,0,1,1,0,1,0,0,1,0,2,6,0,0,1,1,1,3,0,0,0,0,0
54730104,512,1,68,206,92,37,33,1,14,8,3,49,263,1,43,106,45,15,14,0,11,8,2,18,249,0,25,100,47,22,19,1,3,0,1,31
54730105,1338,1,155,377,265,116,135,5,67,50,36,131,706,1,101,172,140,37,54,3,62,47,16,73,632,0,54,205,125,79,81,2,5,3,20,58
54731002,97,0,12,44,14,7,7,0,1,2,2,8,45,0,6,20,8,2,4,0,1,1,0,3,52,0,6,24,6,5,3,0,0,1,2,5
54731003,910,1,64,208,206,56,124,2,74,65,25,85,469,1,42,85,92,20,50,1,67,53,10,48,441,0,22,123,114,36,74,1,7,12,15,37
54731004,116,0,1,1,1,4,14,1,27,21,17,29,88,0,0,1,1,3,10,1,26,14,13,19,28,0,1,0,0,1,4,0,1,7,4,10
54731005,2017,11,139,756,442,170,172,1,92,70,23,141,1087,8,96,406,205,60,66,1,79,61,7,98,930,3,43,350,237,110,106,0,13,9,16,43
54731006,76,0,5,12,13,6,20,0,6,5,3,6,42,0,5,5,8,2,8,0,5,4,3,2,34,0,0,7,5,4,12,0,1,1,0,4
54731007,1660,5,93,360,315,139,250,8,136,126,61,167,865,3,58,166,135,55,100,8,120,98,26,96,795,2,35,194,180,84,150,0,16,28,35,71
54731008,918,1,59,218,169,66,119,3,108,57,26,92,503,1,39,100,79,22,48,2,101,50,15,46,415,0,20,118,90,44,71,1,7,7,11,46
54731009,8,0,0,2,0,0,3,0,1,0,1,1,5,0,0,1,0,0,2,0,1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,0
